,gender,age,married,number_of_dependents,city,number_of_referrals,tenure_in_months,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,internet_type,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,monthly_charge,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,customer_status
2999,Female,56,No,3,San Carlos,0,7,Offer E,Yes,49.66,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,One Year,No,Credit Card,20.05,0.0,0,347.62,444.42,Stayed
3000,Female,42,Yes,1,Litchfield,10,65,Offer B,Yes,1.83,Yes,Yes,Cable,13.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,79.4,0.0,0,118.95,5190.85,Stayed
3001,Female,78,Yes,1,San Quentin,8,56,Offer B,Yes,5.93,No,Yes,DSL,19.0,Yes,No,No,Yes,Yes,Yes,No,No,Two Year,Yes,Credit Card,72.6,0.0,140,332.08,4556.43,Stayed
3002,Male,59,Yes,0,Loyalton,1,15,no_offer,Yes,18.6,Yes,Yes,Fiber Optic,13.0,No,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,103.45,0.0,140,279.0,1958.8,Stayed
3003,Female,57,No,0,Inglewood,0,56,Offer B,Yes,13.89,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Two Year,Yes,Bank Withdrawal,19.55,0.0,0,777.84,1858.39,Stayed
3004,Male,43,No,0,Temple City,0,9,Offer E,Yes,34.34,Yes,Yes,Fiber Optic,6.0,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,81.15,0.0,50,309.06,1143.51,Stayed
3005,Male,25,Yes,0,San Francisco,1,16,no_offer,Yes,25.83,Yes,Yes,Fiber Optic,46.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.4,0.0,0,413.28,1602.68,Stayed
3006,Male,23,Yes,2,Belvedere Tiburon,8,69,Offer A,Yes,26.44,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,One Year,Yes,Credit Card,20.55,0.0,0,1824.36,3227.46,Stayed
3007,Female,46,Yes,0,Tupman,8,68,Offer A,Yes,23.14,Yes,Yes,Fiber Optic,21.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,114.9,0.0,0,1573.52,9417.07,Stayed
3008,Male,74,Yes,2,Moreno Valley,3,50,no_offer,Yes,32.9,Yes,Yes,DSL,18.0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,75.15,0.0,0,1645.0,5467.45,Stayed
3009,Male,27,Yes,0,Santa Barbara,1,53,Offer B,Yes,31.24,Yes,Yes,Fiber Optic,73.0,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,93.9,0.0,0,1655.72,6684.92,Churned
3010,Male,53,No,0,Llano,0,10,Offer D,No,0.0,,Yes,DSL,22.0,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,35.75,0.0,0,0.0,389.8,Stayed
3011,Female,24,No,2,Yuba City,0,26,no_offer,No,0.0,,Yes,DSL,27.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,29.8,10.28,0,0.0,776.22,Stayed
3012,Female,63,No,0,Van Nuys,0,16,no_offer,Yes,40.95,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,One Year,No,Credit Card,19.35,0.0,0,655.2,950.75,Stayed
3013,Female,46,Yes,0,Westminster,8,70,no_offer,No,0.0,,Yes,Cable,26.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,49.85,0.0,0,0.0,3370.2,Stayed
3014,Male,61,Yes,0,Bradley,2,72,Offer A,Yes,34.29,Yes,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Two Year,No,Credit Card,25.4,0.0,0,2468.88,4179.78,Stayed
3015,Female,64,No,0,San Bruno,0,12,no_offer,Yes,34.92,No,Yes,Cable,23.0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.9,0.0,0,419.04,1539.99,Churned
3016,Male,35,No,3,Palo Alto,0,17,no_offer,Yes,45.61,No,Yes,DSL,53.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.3,0.0,0,775.37,1622.17,Stayed
3017,Male,61,No,0,Rowland Heights,0,1,Offer E,Yes,43.03,No,Yes,DSL,3.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.75,0.0,0,43.03,93.78,Churned
3018,Female,57,No,0,Encino,0,10,no_offer,Yes,2.84,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,One Year,Yes,Credit Card,19.8,0.0,0,28.4,226.65,Stayed
3019,Male,57,No,0,Avery,0,7,no_offer,Yes,5.61,No,Yes,DSL,24.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Mailed Check,54.85,0.0,0,39.27,409.67,Stayed
3020,Male,63,Yes,0,San Diego,1,68,Offer A,Yes,29.18,Yes,Yes,DSL,18.0,No,Yes,Yes,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,75.8,0.0,90,1984.24,7368.19,Churned
3021,Male,54,Yes,2,Likely,7,13,no_offer,Yes,4.26,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,One Year,No,Credit Card,20.0,0.0,0,55.38,273.93,Stayed
3022,Female,72,Yes,0,Newhall,1,70,no_offer,Yes,33.74,Yes,Yes,Fiber Optic,24.0,No,Yes,No,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,105.55,0.0,0,2361.8,9557.15,Stayed
3023,Male,61,Yes,6,Concord,2,7,no_offer,No,0.0,,Yes,Cable,30.0,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,34.5,0.0,0,0.0,279.25,Churned
3024,Female,42,No,0,Buttonwillow,0,5,no_offer,Yes,24.83,No,Yes,DSL,26.0,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,55.8,0.0,0,124.15,424.55,Stayed
3025,Female,30,Yes,2,Paynes Creek,6,10,no_offer,Yes,5.74,No,Yes,DSL,59.0,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,55.55,0.0,0,57.4,608.7,Stayed
3026,Male,68,No,0,Pacific Palisades,0,19,Offer D,Yes,28.12,Yes,Yes,Fiber Optic,25.0,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.6,0.0,0,534.28,2194.28,Churned
3027,Female,62,No,0,Vallejo,0,39,no_offer,Yes,6.77,No,Yes,DSL,17.0,No,No,No,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,59.3,0.0,0,264.03,2473.18,Stayed
3028,Male,40,No,0,Cazadero,0,20,no_offer,Yes,16.05,No,Yes,Fiber Optic,18.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,108.2,0.0,0,321.0,2524.7,Stayed
3029,Male,78,Yes,0,Moreno Valley,1,20,no_offer,Yes,32.54,No,Yes,Fiber Optic,5.0,Yes,No,Yes,Yes,No,Yes,No,Yes,One Year,No,Credit Card,94.3,0.0,0,650.8,2469.1,Stayed
3030,Male,70,Yes,0,Cambria,1,72,Offer A,No,0.0,,Yes,DSL,7.0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two Year,Yes,Credit Card,64.95,0.0,30,0.0,4576.0,Stayed
3031,Female,55,No,0,Sanger,0,62,no_offer,Yes,8.23,Yes,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Two Year,Yes,Credit Card,-6.0,0.0,0,510.26,2074.21,Stayed
3032,Female,57,No,1,Aguanga,0,24,no_offer,Yes,34.24,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Two Year,No,Mailed Check,19.75,0.0,0,821.76,1319.86,Stayed
3033,Male,57,Yes,0,Carlotta,4,21,no_offer,Yes,17.19,No,Yes,DSL,11.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.6,0.0,0,360.99,1486.19,Stayed
3034,Female,67,No,0,Garberville,0,2,no_offer,Yes,12.52,No,Yes,Fiber Optic,25.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.65,0.0,0,25.04,167.39,Churned
3035,Female,19,Yes,1,Santa Monica,6,48,Offer B,Yes,44.66,No,Yes,DSL,27.0,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,69.7,0.0,0,2143.68,5167.33,Stayed
3036,Male,48,No,0,Mariposa,0,7,no_offer,Yes,1.67,No,Yes,Fiber Optic,23.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,74.35,0.0,0,11.69,545.29,Stayed
3037,Male,30,No,0,Mentone,0,1,Offer E,Yes,25.39,Yes,Yes,DSL,52.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.35,0.0,0,25.39,79.74,Churned
3038,Female,36,Yes,0,Van Nuys,1,53,Offer B,Yes,18.0,Yes,Yes,Fiber Optic,20.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,108.95,0.0,0,954.0,6672.2,Stayed
3039,Female,47,No,0,Quincy,0,1,no_offer,Yes,32.74,No,Yes,DSL,26.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,55.0,0.0,0,32.74,87.74,Churned
3040,Female,37,Yes,5,Monrovia,5,27,Offer C,Yes,19.32,No,Yes,DSL,30.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,49.85,0.0,0,521.64,1857.79,Stayed
3041,Female,49,Yes,1,California Hot Springs,4,56,no_offer,Yes,12.97,No,Yes,Fiber Optic,28.0,No,No,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,88.9,0.0,0,726.32,5694.32,Stayed
3042,Male,49,Yes,0,Waterford,0,67,no_offer,Yes,42.77,Yes,Yes,DSL,3.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,79.7,0.0,0,2865.59,8158.99,Churned
3043,Female,63,No,0,Dunsmuir,0,17,Offer D,Yes,3.84,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,One Year,No,Credit Card,20.05,43.68,0,65.28,359.5,Stayed
3044,Male,27,No,0,Yucca Valley,0,18,Offer D,Yes,15.18,Yes,Yes,Fiber Optic,42.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.6,0.0,0,273.24,1668.29,Stayed
3045,Male,75,No,0,Farmington,0,37,Offer C,No,0.0,,Yes,DSL,29.0,No,Yes,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,36.65,0.0,0,0.0,1315.0,Stayed
3046,Female,23,No,0,Boulder Creek,0,41,Offer B,Yes,21.56,Yes,Yes,Fiber Optic,59.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,114.5,0.0,0,883.96,5411.41,Churned
3047,Male,41,No,0,San Francisco,0,48,no_offer,Yes,33.68,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Two Year,No,Credit Card,20.15,0.0,0,1616.64,2599.59,Stayed
3048,Male,29,No,3,Greenfield,0,1,Offer E,Yes,7.14,No,Yes,DSL,52.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,44.4,0.0,0,7.14,51.54,Churned
3049,Male,38,Yes,0,San Clemente,7,8,no_offer,Yes,22.34,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,Yes,Bank Withdrawal,19.55,0.0,0,178.72,339.87,Stayed
3050,Female,36,No,0,Bodega Bay,0,50,no_offer,Yes,15.1,No,Yes,Fiber Optic,9.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,100.2,0.0,0,755.0,5793.45,Stayed
3051,Female,37,No,0,Corte Madera,0,1,no_offer,No,0.0,,Yes,Cable,13.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,24.9,0.0,0,0.0,24.9,Joined
3052,Male,39,Yes,1,Cupertino,5,10,no_offer,Yes,22.83,Yes,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Two Year,No,Credit Card,25.75,0.0,0,228.3,485.8,Stayed
3053,Male,73,No,0,Pismo Beach,0,6,Offer E,Yes,29.41,No,Yes,Fiber Optic,30.0,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.15,0.0,0,176.46,680.06,Churned
3054,Male,61,No,0,Oakland,0,56,Offer B,Yes,18.42,No,Yes,DSL,13.0,No,Yes,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,75.75,0.0,90,1031.52,5406.17,Stayed
3055,Female,64,Yes,0,San Diego,1,14,Offer D,Yes,13.64,Yes,Yes,Fiber Optic,9.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.9,0.0,0,190.96,1449.96,Churned
3056,Male,37,No,0,Arroyo Grande,0,1,Offer E,Yes,18.57,No,Yes,DSL,26.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,44.75,0.0,10,18.57,73.32,Joined
3057,Male,64,No,0,Lake Elsinore,0,34,Offer C,Yes,22.41,Yes,Yes,Fiber Optic,13.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,116.25,0.0,0,761.94,4660.99,Stayed
3058,Male,52,Yes,0,Barstow,5,72,Offer A,Yes,30.75,Yes,Yes,Fiber Optic,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,114.05,0.0,0,2214.0,10682.2,Stayed
3059,Male,29,Yes,3,Patterson,6,32,no_offer,Yes,36.65,No,Yes,Fiber Optic,69.0,Yes,Yes,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,-7.0,0.0,0,1172.8,4196.65,Stayed
3060,Male,41,No,0,Fairfield,0,17,no_offer,Yes,42.66,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,One Year,Yes,Mailed Check,20.5,0.0,0,725.22,1091.02,Stayed
3061,Male,41,Yes,2,Greenwood,3,68,no_offer,Yes,31.4,No,Yes,Fiber Optic,19.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.25,0.0,0,2135.2,9308.35,Stayed
3062,Female,38,No,0,Solvang,0,47,Offer B,Yes,35.75,Yes,Yes,DSL,13.0,Yes,No,Yes,Yes,No,No,No,No,Two Year,Yes,Credit Card,65.0,0.0,0,1680.25,4560.15,Stayed
3063,Female,68,No,0,Ontario,0,16,Offer D,Yes,9.43,No,Yes,Fiber Optic,9.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.45,0.0,0,150.88,1662.08,Churned
3064,Male,58,Yes,3,San Francisco,4,44,no_offer,Yes,46.54,No,Yes,DSL,52.0,No,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,54.9,0.0,130,2047.76,4726.86,Stayed
3065,Female,25,Yes,0,Monte Rio,0,72,no_offer,Yes,21.96,Yes,Yes,Fiber Optic,59.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.5,0.0,0,1581.12,9125.12,Stayed
3066,Male,41,Yes,0,Piru,1,3,Offer E,Yes,37.61,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,Yes,Credit Card,20.55,0.0,0,112.83,163.98,Churned
3067,Male,37,No,0,Port Costa,0,22,Offer D,Yes,48.07,No,Yes,Fiber Optic,18.0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.95,0.0,0,1057.54,3200.34,Stayed
3068,Male,49,No,0,Lemon Cove,0,23,Offer D,Yes,16.28,Yes,Yes,Fiber Optic,2.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,104.05,0.0,0,374.44,2844.54,Churned
3069,Male,54,Yes,3,Dulzura,10,70,no_offer,Yes,39.06,Yes,Yes,Fiber Optic,75.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,114.75,0.0,0,2734.2,10576.5,Stayed
3070,Female,60,No,0,Bella Vista,0,3,no_offer,Yes,1.47,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,One Year,No,Mailed Check,20.25,0.0,0,4.41,75.61,Joined
3071,Male,25,No,0,Macdoel,0,44,no_offer,Yes,38.33,No,Yes,Fiber Optic,41.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,106.05,0.0,0,1686.52,6197.32,Stayed
3072,Male,67,No,0,San Gregorio,0,5,Offer E,Yes,18.38,No,Yes,Fiber Optic,15.0,No,Yes,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,85.55,0.0,0,91.9,500.4,Stayed
3073,Male,26,No,0,Bakersfield,0,4,Offer E,Yes,6.88,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,Yes,Bank Withdrawal,19.85,0.0,0,27.52,90.52,Stayed
3074,Female,35,No,0,Corona,0,4,Offer E,Yes,32.54,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,No,Credit Card,20.15,0.0,0,130.16,214.66,Stayed
3075,Female,57,No,0,Los Angeles,0,3,Offer E,Yes,3.64,Yes,Yes,DSL,25.0,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,63.6,0.0,0,10.92,166.57,Churned
3076,Male,55,No,0,Hopland,0,54,no_offer,Yes,27.17,No,Yes,Fiber Optic,24.0,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,89.8,0.0,0,1467.18,6134.18,Stayed
3077,Male,40,No,0,Los Angeles,0,14,no_offer,Yes,33.5,Yes,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,One Year,Yes,Credit Card,24.8,0.0,0,469.0,790.7,Stayed
3078,Female,48,No,0,San Jose,0,25,no_offer,Yes,1.37,No,Yes,DSL,21.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,No,Credit Card,74.3,0.0,0,34.25,1898.05,Churned
3079,Female,72,No,1,Pico Rivera,0,27,Offer C,Yes,3.33,Yes,Yes,Fiber Optic,18.0,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,78.05,0.0,10,89.91,2235.41,Churned
3080,Female,33,No,0,Los Angeles,0,1,no_offer,Yes,13.61,Yes,Yes,Fiber Optic,25.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.5,0.0,0,13.61,88.11,Churned
3081,Female,73,Yes,0,Daggett,3,12,no_offer,Yes,37.15,No,Yes,DSL,13.0,Yes,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,79.2,0.0,20,445.8,1409.65,Stayed
3082,Male,56,Yes,3,San Diego,8,13,no_offer,Yes,28.15,No,Yes,Cable,56.0,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,61.8,0.0,0,365.95,1116.05,Stayed
3083,Male,55,Yes,1,Wildomar,0,69,Offer A,Yes,8.46,Yes,Yes,Fiber Optic,21.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,99.35,0.0,0,583.74,7440.19,Stayed
3084,Female,52,No,1,Los Angeles,0,35,no_offer,Yes,38.82,Yes,Yes,DSL,19.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,50.15,0.0,130,1358.7,3144.05,Stayed
3085,Male,57,Yes,2,Springville,9,64,Offer B,Yes,45.35,Yes,Yes,Fiber Optic,30.0,No,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,90.25,0.0,0,2902.4,8531.55,Stayed
3086,Female,22,Yes,0,Los Angeles,1,21,Offer D,Yes,38.52,Yes,Yes,Fiber Optic,59.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.4,0.0,0,808.92,3009.17,Churned
3087,Male,70,No,0,Crestline,0,2,no_offer,Yes,25.19,Yes,Yes,Fiber Optic,14.0,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.85,0.0,0,50.38,247.13,Churned
3088,Female,32,No,0,El Cajon,0,20,no_offer,Yes,10.9,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,One Year,Yes,Credit Card,19.35,0.0,0,218.0,651.75,Stayed
3089,Male,36,No,0,Sacramento,0,26,Offer C,Yes,44.11,No,Yes,DSL,8.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,49.15,0.0,0,1146.86,2384.16,Stayed
3090,Male,44,No,0,San Diego,0,3,Offer E,No,0.0,,Yes,DSL,21.0,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,36.85,0.0,0,0.0,108.7,Churned
3091,Female,20,No,3,San Lorenzo,0,4,Offer E,Yes,38.97,Yes,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,Yes,Credit Card,25.45,0.0,0,155.88,240.08,Stayed
3092,Female,47,Yes,3,Sugarloaf,8,7,no_offer,Yes,16.22,No,Yes,DSL,53.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.7,0.0,0,113.54,667.59,Stayed
3093,Male,46,No,0,Fallbrook,0,2,no_offer,Yes,24.9,No,Yes,DSL,11.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,44.65,0.0,10,49.8,134.7,Churned
3094,Male,80,Yes,0,San Diego,1,46,Offer B,Yes,5.36,Yes,Yes,Fiber Optic,22.0,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.0,0.0,0,246.56,4926.61,Churned
3095,Female,38,Yes,0,Comptche,1,5,Offer E,Yes,1.12,No,Yes,Fiber Optic,22.0,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.75,44.16,0,5.6,432.39,Churned
3096,Female,33,No,0,Selma,0,10,no_offer,No,0.0,,Yes,DSL,23.0,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,36.25,0.0,0,0.0,374.0,Stayed
3097,Female,73,No,0,Freedom,0,13,no_offer,Yes,40.37,No,Yes,Fiber Optic,21.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.3,0.0,0,524.81,1465.16,Churned
3098,Female,55,Yes,0,Castaic,3,71,no_offer,Yes,32.13,Yes,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Two Year,No,Bank Withdrawal,24.75,0.0,0,2281.23,4118.13,Stayed
3099,Female,23,No,0,Potrero,0,42,Offer B,Yes,29.44,Yes,Yes,Cable,41.0,Yes,Yes,No,No,No,No,Yes,Yes,One Year,Yes,Bank Withdrawal,60.15,0.0,0,1236.48,3658.08,Stayed
3100,Male,30,No,0,Manhattan Beach,0,9,Offer E,Yes,4.81,Yes,Yes,Fiber Optic,69.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,99.3,0.0,0,43.29,962.04,Stayed
3101,Male,44,Yes,0,Pleasant Hill,1,61,no_offer,Yes,45.7,Yes,Yes,Fiber Optic,24.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.55,0.0,0,2787.7,9069.15,Churned
3102,Male,53,No,0,Avalon,0,2,Offer E,Yes,6.74,No,Yes,Fiber Optic,3.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,71.3,0.0,0,13.48,171.23,Joined
3103,Male,50,Yes,4,Monrovia,9,60,Offer B,Yes,38.44,Yes,Yes,Fiber Optic,57.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74.35,0.0,0,2306.4,6759.7,Stayed
3104,Female,56,No,0,Sacramento,0,39,no_offer,No,0.0,,Yes,DSL,6.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,50.65,3.51,0,0.0,1901.89,Stayed
3105,Male,35,Yes,3,Lagunitas,9,15,Offer D,Yes,49.36,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,One Year,Yes,Credit Card,19.5,0.0,0,740.4,980.15,Stayed
3106,Male,41,No,0,Glendora,0,7,Offer E,Yes,30.04,No,Yes,DSL,6.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,43.9,0.0,0,210.28,488.68,Stayed
3107,Female,64,No,0,San Diego,0,15,Offer D,Yes,39.49,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Two Year,No,Credit Card,19.6,0.0,0,592.35,923.95,Stayed
3108,Female,35,Yes,0,Escondido,5,61,no_offer,Yes,36.13,Yes,Yes,Fiber Optic,23.0,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,101.15,0.0,0,2203.93,8587.83,Stayed
